artist,name
Sylvan Esso, Die Young
Sylvan Esso, The Glow
SZA, Doves In The Wind {Ft. Kendrick Lamar}
SZA, Love Galore {Ft. Travis Scott}
SZA, Drew Barrymore
SZA, Broken Clocks
T$oko, Hakuna Matata
Taj Ralph, Night Catcher
Taj Ralph, Undone
Taj Ralph, Beat The Keeper
Tame Impala, List Of People (To Try And Forget About)
Tame Impala, Taxi's Here
TAPZ, Run Don't Run
Tash Sultana, Electric Feel {triple j Like A Version 2017}
Tash Sultana, Murder To The Mind
Tash Sultana, Mystik
TCTS, Do It Like Me (Icy Feet) {Ft. Sage The Gemini/Kelis}
Tei Shi, Keep Running
Teischa, Midnight Hour
Ten Fé, Twist Your Arm
Tender, Nadir
Tentendo, One Stop Shop
Thandi Phoenix, Standing Too Close
These New South Whales, Cholesterol Heart (God Bless Ya)
THEY., U-RITE
This Is The Kit, Moonshine Freeze
Thornhill, Temperer
Thrupence, Rinse Repeat
Thrupence, Conversations {Ft. Edward Vanzet}
Thrupence, Alethea {Ft. Edward Vanzet}
Thundamentals, Everyone We Know {Ft. Laneous}
Thundamentals, Sally {Ft. Mataya}
Thundamentals, Ignorance Is Bliss
Thundamentals, My Friends Say {Ft. Wallace}
Thundamentals, Blue Balloons (B.B's Song)
Thundamentals, 21 Grams {Ft. Hilltop Hoods}
Thundamentals, Déjà Vu
Thundercat, Show You The Way {Ft. Michael McDonald/Kenny Loggins}
Thundercat, Friend Zone
Thundercat, Walk On By {Ft. Kendrick Lamar}
Thy Art Is Murder, Slaves Beyond Death
Tia Gostelow, That's What You Get
Tia Gostelow, Hunger
Tiber, All I Need {Ft. Fantastic Fantastic}
Tigerilla, Merrygo {Ft. Dominique Young Unique}
Tigerilla, Money In My Jeans {Ft. MUKI}
Tigers Jaw, Escape Plan
Tigertown, Warriors
Tim Ayre, Find You
Timberwolf, Washed Out
Timberwolf, Hold You Up
Timberwolf, Íkaros
Timberwolf, Talk Is Cheap {triple j Like A Version 2017}
Tiny Little Houses, Garbage Bin
Tiny Little Houses, Entitled Generation
Tired Lion, Cinderella Dracula
Tired Lion, Fresh
Tired Lion, Japan
Tired Lion, Where Were You?
Tired Lion, Camp
Tired Lion, Dumb Days
Tired Lion, Death To The Lads {triple j Like A Version 2017}
Tkay Maidza, Glorious
Tkay Maidza & Danny L Harle, Bom Bom
Todd Terje, Maskindans
Together Pangea, Better Find Out
TOKiMONSTA, Don't Call Me {Ft. Yuna}
TOKiMONSTA, We Love {Ft. MNDR}
TOKiMONSTA, I Wish I Could {Ft. Selah Sue}
TOKiMONSTA, Rouge
Tom Cooney, Sinking Feeling
Tom Grennan, Royal Highness
Tom Misch, South Of The River
Tom West, Prescription For Reality
TOMI, Carry You
Tonight Alive, Temple
Toothless, Sisyphus
Tora, Amsterdam
Tora, Another Case
Tora, Love Life
Tora, Blame
Tora, Entity {Ft. Merryn Jeann}
Tora, Too Much
Tornado Wallace, Today {Ft. Sui Zhen}
Toro Y Moi, Girl Like You
Toro y Moi, Mirage
Torres, Skim
Total Giovanni, Your Light
Totally Mild, Today Tonight
Touch Sensitive, Lay Down
Touch Sensitive, No Other High {Ft. Electric Fields}
Tourist, We Stayed Up All Night {Ft. Ardyn}
Tourist, Sleepwalking {Ft. Swim Mountain/Esther Joy}
Tove Lo, Disco Tits
Tove Styrke, Say My Name
Tove Styrke, Mistakes
Towkio, Drift
Towkio, Hot Shit
Travis Scott, Butterfly Effect
Trophy Eyes, Every Breath You Take {triple j Like A Version 2017}
Trophy Eyes, Hurt
Tropical Fuck Storm, Chameleon Paint
Turnover, Sunshine Type
Turnover, Super Natural
Turnover, All That It Ever Was
Turquoise Prince, Worlds Apart
Turquoise Prince, Like Your Friends
Ty Segall, Alta
Tyler Touché, Neverland
"Tyler, The Creator", Who Dat Boy
"Tyler, The Creator", 911/Mr. Lonely
"Tyler, The Creator", See You Again {Ft. Kali Uchis}
"Tyler, The Creator", Garden Shed {Ft. Estelle}
"Tyler, The Creator", Boredom {Ft. Rex Orange County & Anna Of The North}
"Tyler, The Creator", Where This Flower Blooms {Ft. Frank Ocean}
Tyne-James Organ, Watch You Go
UNIIQU3, Trunk {Ft. Yungkiid}
Urthboy, Crushing Hard
Urthboy, Flat Earth
UV boi, All I Want {Ft. Villette}
UV boi, Bleeding Out (Scared)
Vallis Alps, East
Vallis Alps, Run
Vallis Alps, New Slang {triple j Like A Version 2017}
Vallis Alps, Oceans
Vallis Alps, So Settled
Vance Joy, Lay It On Me
Vance Joy, Like Gold
Vancouver Sleep Clinic, Living Water
Vents, Change
Vera Blue, Private
Vera Blue, Mended
Vera Blue, First Week
Vera Blue, Give In
Vera Blue, Regular Touch
Vera Blue, We Used To
Vera Blue, Lady Powers
Vera Blue, Magazine
Verge Collection, For The Story
Vérité, Phase Me Out
VÉRITÉ, Saint
Verticoli, Free Will
Vessels, Radiart
Vic Mensa, OMG {Ft. Pusha T}
Vic Mensa, Rollin' Like A Stoner
Vince Staples, BagBak
Vince Staples, Big Fish
Vince Staples, Crabs In A Bucket
Vince Staples, Love Can Be...
Vince Staples, Yeah Right
Vince Staples, Rain Come Down
Vincent Sole, Deep End
Vincent Sole, New Vibe
"Vindata, Skrillex & NSTASIA", Favor
Virtual Self, EON BREAK
Voyager, Ascension
Voyager, Ghost Mile
WAAX, Wild & Weak
Wafia, 83 Days
Wafia, Bodies
Wallace, Diaspora
Wallace, Black Lake
"War On Drugs, The", Thinking Of A Place
"War On Drugs, The", Holding On
Washed Out, Get Lost
Washed Out, Hard To Say Goodbye
Wavves, Animal
Wavves, No Shade
Weaves, #53
West Thebarton, Moving Out
West Thebarton, Bible Camp
Wet Lips, Can't Take It Anymore
WHARVES, Man You Want Me To Be
What So Not, Be Ok Again {Ft. Daniel Johns}
What So Not & LPX, Better
Wiki, Mayor
Wild Beasts, Punk Drunk And Trembling
Wild Honey, Break Away
Wild Honey, Messed Up
Wild Ones, Paresthesia
Wiley, I Call The Shots {Ft. JME}
Willaris. K, Alchemy
Willaris. K, Dour Nights
Willow Beats, Be Kind To Yourself
Willow Beats, Special
Wilma Archer, Like A Hunger {Ft. Amber Mark}
Winston Surfshirt, Be About You
Winston Surfshirt, Ali D
Winston Surfshirt, 21 Questions {triple j Like A Version 2017}
Winston Surfshirt, Same Same
Winston Surfshirt, Juan
Winston Surfshirt, Nowhere
Winston Surfshirt, FreeForYou
Winston Surfshirt, The Moments
Winston Surfshirt, TwennyFive {Ft. Eric Biddines}
Winston Surfshirt, On A Lock
Winston Surfshirt, Ease Bruisily
WOAH!, Stay The Night
Wolf Alice, Yuk Foo
Wolf Alice, Don't Delete The Kisses
Wolf Alice, Beautifully Unconventional
Wolf Alice, Planet Hunter
Wolf Alice, Formidable Cool
Wolf Alice, Sadboy
Wolf Alice, Heavenward
Wolf Alice, Space & Time
"Wombats, The", Lemon To A Knife Fight
Woodes, Run For It
Woodes, Dots
Worriers, The Possibility
Wu-Tang Clan, People Say {Ft. Redman}
WZRDKID, Palm Tree Portal {Ft. Marcus}
Xenoula, Caramello
"xx, The", Say Something Loving
"xx, The", Dangerous
"xx, The", Lips
"xx, The", A Violent Noise
"xx, The", Replica
"xx, The", I Dare You
"xx, The", On Hold (Jamie xx Remix)
Yaeji, Feel It Out
yaeji, drink i'm sippin on
yaeji, raingurl
Yahtzel, Someone Else {Ft. Savoi}
Yangze, U & Me
Yeo, Never Wanted That {Ft. Asta}
Yeo, Chasing Shadows {Ft. Fractures}
YesYou, Change Is Gonna Come {Ft. Damon Trueitt}
Yoke Lore, Goodpain
Yoko-Zuna, Voltron
Yon Yonson, This Evening
Yonaka, Bubblegum
Yoste, Umi
Yoste, Moon
Young Franco, About This Thing {Ft. Scrufizzer}
Young Thug, Killed Before
Yumi Zouma, December
Yumi Zouma, Depths (Pt. I)
Yung Lean, Hunting My Own Skin
Yung Lean, Skimask
Yungblud, King Charles
Yungblud, 'I Love You, Will You Marry Me'
Yungblud, Tin Pan Boy
Zack Villere, Cool
Zeds Dead, Blood Brother {Ft. DISKORD/Reija Lee}
Zefereli, Fake Happiness
Zefereli, Lucky Break
Ziggy Alberts, Heaven
Ziggy Ramo, Same Script
Ziggy Ramo, YKWD
Zoology, Maroon
360, Yesterday {Ft. Hein Cooper}
360, Coup de Gráce {Ft. Seth Sentry/PEZ}
360, Way Out {Ft. Teischa}
6LACK, That Far
6LACK, On & On {triple j Like A Version 2017}
6LACK, In Between {Ft. BANKS}
